"order_id","customer_id","product","category","order_date","quantity","price"
1303,153,"Shoes","Electronics","2025-05-11",1,"4571.20"
1304,46,"Laptop","Electronics","2025-10-30",3,"11881.88"
1305,191,"Phone","Electronics","2025-03-30",2,"10772.07"
1306,237,"Phone","Fashion","2025-09-09",4,"12283.94"
1307,264,"Phone","Fashion","2025-07-13",3,"28026.64"
1308,212,"Phone","Fashion","2025-12-19",6,"42606.58"
1309,294,"Watch","Electronics","2025-03-01",4,"24922.94"
1310,274,"Phone","Fashion","2026-01-20",3,"5175.32"
1311,187,"Shoes","Fashion","2025-03-23",3,"1646.74"
1312,22,"Bag","Fashion","2025-03-11",3,"15635.58"
1313,101,"Laptop","Fashion","2025-05-22",2,"39437.10"
1314,290,"Laptop","Electronics","2025-07-01",5,"9227.15"
1315,65,"Phone","Electronics","2025-12-18",6,"47007.83"
1316,79,"Phone","Electronics","2025-08-21",5,"29258.77"
1317,26,"Shoes","Electronics","2025-07-28",3,"21174.45"
1318,112,"Bag","Fashion","2025-04-13",3,"46571.28"
1319,259,"Laptop","Fashion","2025-03-21",1,"23761.33"
1320,231,"Laptop","Electronics","2025-11-04",6,"31907.44"
1321,143,"Laptop","Electronics","2025-09-29",3,"45819.10"
1322,199,"Phone","Electronics","2025-09-17",3,"39894.60"
1323,189,"Phone","Fashion","2025-12-23",3,"34129.86"
1324,177,"Shoes","Fashion","2025-03-17",1,"39959.79"
1325,185,"Phone","Electronics","2025-12-03",2,"773.40"
1326,256,"Bag","Electronics","2025-11-20",5,"7352.41"
1327,182,"Shoes","Fashion","2025-04-03",1,"20429.03"
1328,245,"Watch","Electronics","2025-12-19",2,"16498.58"
1329,291,"Watch","Electronics","2025-09-01",4,"45888.12"
1330,231,"Watch","Electronics","2025-12-21",2,"14656.34"
1331,147,"Watch","Fashion","2025-05-05",5,"30680.72"
1332,253,"Laptop","Electronics","2025-08-28",3,"37163.72"
1333,28,"Phone","Electronics","2025-08-26",2,"1964.38"
1334,87,"Bag","Electronics","2026-01-31",6,"44010.86"
1335,75,"Bag","Electronics","2025-06-04",4,"10772.53"
1336,132,"Laptop","Fashion","2025-05-28",6,"18489.71"
1337,167,"Bag","Fashion","2025-09-28",2,"48814.96"
1338,141,"Shoes","Electronics","2026-01-13",2,"34569.05"
1339,119,"Bag","Fashion","2025-09-27",4,"35397.62"
1340,62,"Bag","Electronics","2025-03-02",5,"32047.09"
1341,202,"Shoes","Electronics","2025-12-25",5,"35265.78"
1342,123,"Watch","Electronics","2025-03-10",1,"43818.57"
1343,171,"Watch","Fashion","2025-12-29",1,"44576.31"
1344,148,"Watch","Electronics","2025-08-19",4,"6135.54"
1345,163,"Phone","Fashion","2025-10-02",2,"40726.79"
1346,157,"Watch","Fashion","2025-09-21",5,"15730.92"
1347,37,"Laptop","Electronics","2026-01-05",6,"14451.51"
1348,80,"Bag","Electronics","2025-12-16",5,"33872.96"
1349,43,"Laptop","Fashion","2025-07-28",1,"23238.85"
1350,14,"Shoes","Electronics","2026-01-02",6,"48305.59"
1351,82,"Watch","Electronics","2025-05-04",4,"48671.18"
1352,248,"Watch","Electronics","2025-10-06",4,"17990.63"
1353,255,"Watch","Electronics","2025-05-01",2,"13471.16"
1354,147,"Shoes","Electronics","2025-11-01",2,"33874.35"
1355,271,"Watch","Electronics","2025-06-29",4,"41905.25"
1356,145,"Watch","Electronics","2025-08-17",5,"25719.33"
1357,132,"Shoes","Fashion","2026-01-01",5,"40997.35"
1358,2,"Phone","Electronics","2026-01-06",6,"47453.95"
1359,67,"Watch","Fashion","2025-07-01",2,"50328.13"
1360,22,"Shoes","Electronics","2026-01-21",4,"36592.87"
1361,205,"Bag","Fashion","2025-10-12",5,"21070.90"
1362,228,"Bag","Fashion","2026-02-01",3,"7435.66"
1363,259,"Laptop","Electronics","2025-04-28",6,"33781.81"
1364,136,"Laptop","Electronics","2025-06-05",4,"534.00"
1365,235,"Phone","Fashion","2025-09-19",1,"14864.16"
1366,191,"Phone","Electronics","2025-08-11",2,"15770.42"
1367,57,"Bag","Electronics","2025-06-15",5,"7217.39"
1368,249,"Watch","Electronics","2025-08-16",5,"29983.34"
1369,4,"Phone","Electronics","2025-09-29",6,"48194.08"
1370,146,"Watch","Fashion","2025-04-17",2,"32132.23"
1371,46,"Laptop","Electronics","2026-01-01",3,"50050.91"
1372,49,"Watch","Electronics","2026-01-09",4,"23011.16"
1373,85,"Phone","Electronics","2025-09-23",5,"19134.92"
1374,133,"Shoes","Electronics","2025-06-11",5,"21726.31"
1375,138,"Bag","Electronics","2025-04-17",5,"34177.67"
1376,39,"Laptop","Electronics","2025-07-16",2,"8531.32"
1377,280,"Bag","Electronics","2025-09-24",3,"18488.26"
1378,109,"Watch","Electronics","2026-01-20",1,"15540.18"
1379,99,"Bag","Fashion","2025-03-02",2,"26772.89"
1380,268,"Shoes","Fashion","2025-12-16",5,"12935.53"
1381,172,"Laptop","Fashion","2025-08-21",2,"45882.31"
1382,138,"Watch","Fashion","2025-09-08",2,"16528.01"
1383,38,"Phone","Fashion","2025-07-20",2,"11061.48"
1384,237,"Phone","Electronics","2025-06-30",6,"28994.03"
1385,28,"Bag","Fashion","2025-09-22",2,"2898.17"
1386,17,"Watch","Electronics","2025-11-17",1,"11818.66"
1387,105,"Phone","Electronics","2025-08-09",2,"27786.21"
1388,217,"Watch","Fashion","2025-12-19",2,"18895.74"
1389,132,"Laptop","Fashion","2026-02-17",5,"44262.01"
1390,112,"Watch","Electronics","2025-10-12",5,"20461.42"
1391,179,"Laptop","Fashion","2026-01-24",6,"45941.64"
1392,10,"Phone","Fashion","2025-06-22",4,"7763.59"
1393,107,"Watch","Electronics","2025-09-01",2,"46093.51"
1394,291,"Bag","Electronics","2025-11-25",5,"44539.87"
1395,125,"Watch","Electronics","2025-10-15",4,"30599.73"
1396,177,"Watch","Electronics","2025-12-22",4,"30697.22"
1397,43,"Shoes","Electronics","2026-01-03",6,"38470.37"
1398,187,"Watch","Electronics","2025-12-28",2,"44135.06"
1399,150,"Laptop","Fashion","2025-06-07",5,"40490.26"
1400,285,"Watch","Fashion","2025-10-25",6,"24268.39"
1401,112,"Watch","Fashion","2025-04-07",1,"36195.00"
1402,131,"Phone","Fashion","2025-05-13",3,"35750.04"
1403,152,"Watch","Fashion","2026-02-28",5,"33063.06"
1404,203,"Phone","Electronics","2025-05-15",3,"38104.75"
1405,236,"Laptop","Fashion","2025-07-27",4,"34648.60"
1406,50,"Phone","Fashion","2026-01-01",4,"15897.93"
1407,43,"Phone","Electronics","2025-09-08",3,"42393.45"
1408,112,"Watch","Electronics","2025-09-02",6,"32798.89"
1409,30,"Shoes","Electronics","2025-12-04",6,"46801.70"
1410,87,"Laptop","Fashion","2025-08-04",4,"8132.90"
1411,193,"Laptop","Electronics","2025-05-14",5,"18336.24"
1412,83,"Phone","Electronics","2026-01-22",3,"12989.73"
1413,268,"Laptop","Fashion","2025-12-16",5,"16356.93"
1414,28,"Bag","Fashion","2025-11-12",5,"18346.07"
1415,191,"Bag","Fashion","2025-07-08",5,"28003.01"
1416,181,"Shoes","Electronics","2025-11-21",5,"25776.17"
1417,260,"Laptop","Electronics","2025-04-15",6,"25866.81"
1418,149,"Watch","Electronics","2025-12-20",6,"13355.88"
1419,5,"Laptop","Fashion","2025-08-30",3,"39748.06"
1420,219,"Phone","Electronics","2026-01-13",6,"19994.17"
1421,129,"Bag","Electronics","2026-01-03",1,"14661.30"
1422,111,"Shoes","Electronics","2025-10-10",2,"33311.15"
2190,215,"Bag","Fashion","2025-03-04",6,"21315.35"
1423,133,"Phone","Electronics","2025-08-04",5,"36231.62"
1424,287,"Laptop","Fashion","2025-03-15",4,"29556.32"
1425,228,"Shoes","Fashion","2025-04-09",4,"31523.06"
1426,107,"Shoes","Fashion","2025-08-13",3,"43393.18"
1427,287,"Watch","Fashion","2025-12-01",2,"28846.53"
1428,225,"Watch","Fashion","2025-12-27",4,"36396.10"
1429,237,"Shoes","Electronics","2025-11-30",3,"39765.90"
1430,285,"Bag","Fashion","2025-11-19",5,"32527.90"
1431,116,"Shoes","Electronics","2025-09-02",4,"39808.81"
1432,84,"Laptop","Fashion","2025-05-30",5,"41752.78"
1433,157,"Laptop","Electronics","2025-03-02",4,"49078.17"
1434,141,"Shoes","Fashion","2025-11-03",1,"26203.11"
1435,255,"Laptop","Fashion","2025-10-14",1,"48259.29"
1436,148,"Laptop","Fashion","2026-01-16",2,"12519.91"
1437,97,"Phone","Electronics","2025-10-30",3,"27478.57"
1438,203,"Phone","Fashion","2026-01-21",4,"14008.23"
1439,100,"Phone","Electronics","2025-08-08",5,"42938.99"
1440,266,"Phone","Electronics","2025-07-23",6,"39275.33"
1441,56,"Watch","Electronics","2025-12-19",3,"14961.74"
1442,110,"Laptop","Electronics","2025-06-18",3,"6606.03"
1443,179,"Bag","Electronics","2025-12-28",5,"22776.13"
1444,299,"Bag","Fashion","2025-05-28",1,"28093.38"
1445,271,"Laptop","Fashion","2026-02-01",4,"16170.84"
1446,287,"Phone","Fashion","2026-01-28",2,"18239.74"
1447,43,"Bag","Fashion","2025-05-05",3,"12898.26"
1448,177,"Shoes","Electronics","2025-09-06",2,"40835.32"
1449,198,"Bag","Fashion","2025-03-08",2,"16759.09"
1450,111,"Bag","Fashion","2025-06-18",4,"28905.46"
1451,156,"Watch","Fashion","2026-01-20",4,"33715.13"
1452,142,"Bag","Electronics","2025-03-27",3,"11303.41"
1453,5,"Shoes","Electronics","2025-05-16",2,"16297.03"
1454,88,"Shoes","Electronics","2025-04-20",3,"7029.22"
1455,147,"Laptop","Fashion","2025-05-17",5,"11485.82"
1456,128,"Bag","Fashion","2025-11-01",1,"30476.91"
1457,267,"Phone","Fashion","2025-10-13",5,"42842.49"
1458,212,"Laptop","Electronics","2026-02-25",4,"50124.91"
1459,219,"Watch","Electronics","2025-04-22",3,"48341.91"
1460,50,"Laptop","Fashion","2025-10-10",6,"36254.16"
1461,189,"Phone","Fashion","2025-05-31",5,"40211.24"
1462,128,"Watch","Fashion","2025-03-04",5,"3809.30"
1463,30,"Phone","Electronics","2025-12-18",6,"19311.63"
1464,21,"Bag","Fashion","2025-08-07",6,"8981.97"
1465,127,"Shoes","Electronics","2025-10-09",5,"37823.73"
1466,205,"Watch","Electronics","2025-03-16",3,"1585.57"
1467,84,"Shoes","Fashion","2025-05-30",3,"38564.24"
1468,250,"Phone","Fashion","2025-12-08",5,"48927.35"
1469,92,"Phone","Electronics","2025-04-21",4,"1883.71"
1470,188,"Watch","Fashion","2025-05-10",5,"46916.76"
1471,24,"Bag","Fashion","2025-10-11",4,"1691.47"
1472,64,"Laptop","Electronics","2025-09-30",2,"39774.14"
1473,220,"Bag","Electronics","2025-04-13",4,"46598.15"
1474,279,"Phone","Fashion","2025-04-19",4,"11641.55"
1475,160,"Bag","Fashion","2026-01-23",5,"31997.31"
1476,109,"Shoes","Fashion","2026-02-05",2,"4036.40"
1477,152,"Shoes","Fashion","2025-03-10",4,"25154.17"
1478,130,"Shoes","Fashion","2025-11-13",2,"4563.73"
1479,186,"Watch","Electronics","2025-06-06",3,"18794.67"
1480,178,"Watch","Fashion","2025-08-05",4,"14815.80"
1481,252,"Phone","Fashion","2026-01-28",4,"42290.89"
1482,164,"Phone","Electronics","2025-06-08",6,"33082.28"
1483,115,"Laptop","Fashion","2025-12-16",6,"2179.05"
1484,193,"Bag","Fashion","2025-06-13",4,"12987.62"
1485,221,"Phone","Fashion","2025-10-02",4,"21997.90"
1486,39,"Bag","Electronics","2025-09-09",3,"26031.61"
1487,153,"Laptop","Fashion","2025-08-24",6,"29672.61"
1488,97,"Bag","Electronics","2026-02-16",6,"23849.92"
1489,88,"Watch","Fashion","2025-06-29",5,"1631.94"
1490,112,"Shoes","Electronics","2025-10-07",6,"32602.53"
1491,186,"Laptop","Electronics","2025-10-04",5,"32401.93"
1492,126,"Bag","Fashion","2025-11-04",3,"9274.45"
1493,190,"Laptop","Electronics","2025-05-20",1,"8406.54"
1494,164,"Bag","Electronics","2025-12-13",4,"40397.81"
1495,294,"Shoes","Electronics","2025-06-06",3,"26967.47"
1496,77,"Watch","Fashion","2025-05-02",5,"26343.00"
1497,126,"Shoes","Fashion","2025-11-21",6,"46510.48"
1498,158,"Watch","Electronics","2025-08-24",3,"43155.46"
1499,185,"Shoes","Electronics","2025-03-13",4,"1424.69"
1500,227,"Phone","Fashion","2025-09-21",5,"30758.68"
1501,110,"Laptop","Fashion","2025-10-23",5,"46805.68"
1502,3,"Shoes","Electronics","2025-06-05",5,"46949.78"
1503,85,"Laptop","Electronics","2025-06-15",4,"8891.67"
1504,79,"Shoes","Electronics","2025-11-06",1,"40400.97"
1505,10,"Phone","Fashion","2025-04-10",6,"20159.62"
1506,286,"Watch","Fashion","2025-06-09",3,"3055.58"
1507,294,"Phone","Electronics","2026-01-03",3,"2598.82"
1508,15,"Bag","Fashion","2026-01-07",5,"42791.89"
1509,128,"Watch","Fashion","2025-04-08",2,"36949.38"
1510,2,"Watch","Fashion","2025-06-26",5,"33031.13"
1511,60,"Phone","Fashion","2025-11-15",4,"15757.15"
1512,230,"Bag","Fashion","2025-07-31",4,"35212.02"
1513,84,"Bag","Fashion","2025-12-30",3,"10089.91"
1514,198,"Shoes","Electronics","2025-09-17",2,"49472.89"
1515,223,"Phone","Electronics","2025-10-20",6,"12710.98"
1516,178,"Shoes","Electronics","2025-10-13",3,"2591.42"
1517,251,"Shoes","Electronics","2025-03-26",5,"41027.90"
1518,153,"Watch","Electronics","2025-07-17",4,"37501.91"
1519,117,"Phone","Fashion","2026-01-06",5,"24392.34"
1520,51,"Watch","Fashion","2025-05-08",4,"24000.90"
1521,118,"Phone","Electronics","2025-06-12",5,"19839.66"
1522,242,"Bag","Fashion","2025-04-13",1,"23266.06"
1523,196,"Watch","Electronics","2025-08-29",5,"20991.42"
1524,51,"Watch","Electronics","2025-11-04",4,"24005.61"
1525,274,"Shoes","Fashion","2025-06-06",3,"42386.16"
1526,22,"Watch","Fashion","2026-02-23",3,"37831.19"
1527,164,"Bag","Fashion","2025-03-13",3,"3612.95"
1528,118,"Watch","Electronics","2026-02-22",1,"48836.07"
1529,22,"Shoes","Fashion","2025-06-23",4,"8095.15"
1530,136,"Phone","Fashion","2025-04-30",4,"8596.53"
1531,298,"Watch","Electronics","2025-12-29",3,"48011.87"
1532,273,"Bag","Fashion","2025-09-22",3,"8942.15"
1533,270,"Phone","Fashion","2025-06-09",3,"49328.57"
1534,5,"Phone","Fashion","2025-08-17",4,"13900.20"
1535,102,"Bag","Electronics","2025-11-11",3,"25929.40"
1536,31,"Shoes","Fashion","2025-03-21",5,"39194.86"
1537,202,"Bag","Fashion","2025-10-14",5,"25775.26"
1538,225,"Phone","Fashion","2025-07-21",4,"13423.12"
1539,27,"Laptop","Fashion","2025-04-11",2,"26152.30"
1540,101,"Shoes","Fashion","2026-01-02",4,"32573.43"
1541,67,"Shoes","Electronics","2026-01-10",3,"19738.04"
1542,87,"Phone","Fashion","2026-01-06",3,"42339.49"
1543,120,"Bag","Electronics","2025-08-29",5,"17361.72"
1544,161,"Phone","Fashion","2025-05-02",3,"47736.49"
1545,144,"Bag","Fashion","2025-04-16",4,"27731.26"
1546,212,"Phone","Electronics","2025-11-08",3,"49841.45"
1547,209,"Shoes","Fashion","2025-09-11",4,"48262.61"
1548,33,"Laptop","Electronics","2025-11-01",2,"47878.42"
1549,247,"Watch","Electronics","2025-04-26",5,"11684.30"
1550,275,"Laptop","Electronics","2026-01-06",5,"3570.39"
1551,80,"Bag","Fashion","2025-09-20",5,"46692.50"
1552,218,"Shoes","Electronics","2025-04-12",3,"9965.09"
1553,65,"Bag","Electronics","2025-04-05",3,"47515.75"
1554,20,"Bag","Electronics","2025-09-12",4,"48772.20"
1555,125,"Laptop","Electronics","2025-10-10",2,"11616.67"
1556,44,"Shoes","Fashion","2025-04-11",3,"33970.49"
1557,188,"Watch","Electronics","2025-11-18",5,"17162.54"
1558,285,"Watch","Electronics","2025-07-27",4,"34275.79"
1559,37,"Laptop","Electronics","2025-03-18",5,"2488.03"
1560,259,"Bag","Electronics","2025-07-30",5,"8851.66"
1561,216,"Phone","Fashion","2025-06-02",2,"49676.80"
1562,131,"Laptop","Fashion","2025-08-02",3,"46917.97"
1563,90,"Watch","Electronics","2025-09-22",3,"27885.59"
1564,146,"Phone","Electronics","2025-11-26",2,"37645.42"
1565,121,"Laptop","Electronics","2025-07-04",4,"19522.17"
1566,45,"Shoes","Electronics","2026-01-28",3,"39188.84"
1567,117,"Phone","Electronics","2025-04-15",1,"14294.76"
1568,264,"Watch","Fashion","2025-11-05",6,"25362.19"
1569,4,"Shoes","Electronics","2025-08-19",3,"41875.66"
1570,84,"Bag","Fashion","2025-10-08",5,"36136.60"
1571,100,"Bag","Electronics","2025-03-20",4,"42034.40"
1572,78,"Shoes","Electronics","2025-10-28",4,"48188.10"
1573,204,"Bag","Electronics","2025-06-19",4,"41490.61"
1574,113,"Shoes","Fashion","2026-02-24",5,"43011.26"
1575,121,"Watch","Fashion","2025-10-09",3,"24152.23"
1576,51,"Laptop","Electronics","2025-06-02",3,"49820.43"
1577,272,"Shoes","Fashion","2025-10-16",5,"33532.20"
1578,74,"Phone","Fashion","2025-11-16",5,"22284.04"
1579,14,"Shoes","Fashion","2026-01-06",2,"45638.09"
1580,180,"Shoes","Electronics","2026-02-02",5,"44533.84"
1581,9,"Watch","Electronics","2026-01-19",4,"20810.85"
1582,15,"Bag","Electronics","2025-11-27",6,"37984.22"
1583,285,"Bag","Fashion","2025-06-24",4,"40413.92"
1584,164,"Bag","Electronics","2025-09-23",2,"41437.79"
1585,162,"Phone","Electronics","2025-04-21",3,"46423.99"
1586,202,"Watch","Electronics","2025-05-05",5,"38935.00"
1587,198,"Watch","Fashion","2025-05-20",4,"38709.89"
1588,129,"Phone","Fashion","2025-06-09",3,"17795.85"
1589,181,"Watch","Fashion","2025-09-23",6,"11552.22"
1590,119,"Shoes","Fashion","2025-07-07",2,"48576.90"
1591,32,"Laptop","Electronics","2025-09-22",4,"6759.92"
1592,140,"Phone","Fashion","2025-04-09",3,"3382.43"
1593,118,"Watch","Fashion","2025-05-02",2,"13685.07"
1594,198,"Shoes","Electronics","2025-06-10",2,"33562.97"
1595,58,"Phone","Electronics","2025-06-30",3,"16641.75"
1596,189,"Phone","Electronics","2025-10-21",4,"38413.18"
1597,92,"Bag","Electronics","2026-02-21",5,"48961.70"
1598,160,"Phone","Fashion","2025-12-11",1,"13289.16"
1599,261,"Laptop","Electronics","2025-11-27",2,"1019.34"
1600,44,"Bag","Electronics","2025-03-05",4,"49921.36"
1601,30,"Shoes","Electronics","2025-03-07",2,"10914.19"
1602,296,"Phone","Fashion","2026-01-02",3,"36971.43"
1603,115,"Bag","Fashion","2025-07-11",3,"46451.65"
1604,218,"Laptop","Fashion","2025-10-06",4,"34149.09"
1605,121,"Watch","Fashion","2025-11-21",6,"34674.31"
1606,2,"Laptop","Fashion","2026-02-24",4,"25617.67"
1607,139,"Bag","Electronics","2025-10-20",4,"18707.12"
1608,289,"Bag","Fashion","2025-10-06",2,"39487.44"
1609,247,"Watch","Fashion","2025-04-25",5,"11408.24"
1610,64,"Phone","Electronics","2026-01-04",1,"26782.57"
1611,272,"Shoes","Fashion","2025-08-02",4,"49033.35"
1612,216,"Shoes","Fashion","2025-11-05",6,"29677.07"
1613,26,"Watch","Fashion","2025-07-11",5,"6883.01"
1614,137,"Phone","Fashion","2025-10-21",5,"11032.55"
1615,215,"Bag","Electronics","2025-12-24",5,"41348.10"
1616,184,"Bag","Fashion","2025-10-14",2,"37933.50"
1617,130,"Phone","Electronics","2025-08-26",2,"12110.53"
1618,196,"Shoes","Electronics","2025-09-29",1,"17701.15"
1619,34,"Laptop","Electronics","2026-01-17",3,"49283.53"
1620,239,"Phone","Fashion","2025-03-02",2,"40089.22"
1621,55,"Bag","Fashion","2025-06-15",6,"33553.56"
1622,125,"Shoes","Fashion","2026-02-08",2,"50312.68"
1623,282,"Phone","Fashion","2025-12-07",4,"9084.67"
1624,165,"Watch","Electronics","2025-10-24",4,"20755.86"
1625,228,"Bag","Electronics","2025-10-05",5,"22529.71"
1626,80,"Bag","Fashion","2026-01-09",5,"10810.00"
1627,180,"Laptop","Fashion","2025-03-09",4,"4339.35"
1628,153,"Watch","Electronics","2025-09-18",3,"10892.54"
1629,252,"Bag","Electronics","2025-10-27",3,"34264.81"
1630,141,"Laptop","Fashion","2026-02-15",3,"49903.26"
1631,285,"Phone","Electronics","2026-01-06",1,"4762.41"
1632,221,"Shoes","Electronics","2025-07-04",3,"36807.89"
1633,265,"Shoes","Fashion","2025-12-15",1,"17772.40"
1634,98,"Watch","Fashion","2025-03-19",6,"14116.66"
1635,79,"Phone","Fashion","2025-09-28",2,"16513.99"
1636,131,"Shoes","Electronics","2025-04-26",4,"3182.35"
1637,268,"Phone","Electronics","2025-11-26",4,"45273.93"
1638,141,"Watch","Electronics","2025-08-18",3,"3931.68"
1639,111,"Watch","Electronics","2026-01-09",3,"31124.74"
1640,13,"Shoes","Fashion","2025-05-27",5,"2131.70"
1641,204,"Shoes","Fashion","2025-09-23",2,"26959.89"
1643,64,"Laptop","Electronics","2025-07-24",4,"26455.79"
1644,132,"Phone","Electronics","2025-11-13",2,"38019.66"
1645,14,"Shoes","Fashion","2025-06-19",4,"12903.21"
1646,103,"Bag","Electronics","2025-05-27",5,"38228.80"
1647,272,"Shoes","Electronics","2025-07-26",1,"28893.35"
1648,197,"Phone","Electronics","2026-02-10",1,"49912.07"
1649,243,"Watch","Fashion","2025-12-14",5,"12411.83"
1650,82,"Watch","Electronics","2025-05-15",6,"15945.83"
1651,246,"Phone","Electronics","2025-04-17",1,"28995.25"
1652,281,"Watch","Fashion","2025-12-03",4,"23193.63"
1653,267,"Phone","Fashion","2025-03-04",5,"8221.07"
1654,281,"Bag","Fashion","2025-12-05",4,"47197.90"
1655,86,"Watch","Electronics","2025-12-11",2,"22008.80"
1656,53,"Bag","Electronics","2025-09-27",3,"34370.52"
1657,113,"Bag","Electronics","2025-08-18",2,"34172.71"
1658,31,"Laptop","Electronics","2025-04-23",2,"43979.69"
1659,257,"Shoes","Electronics","2025-12-01",2,"19027.33"
1660,188,"Bag","Fashion","2025-10-11",4,"50127.38"
1661,249,"Bag","Fashion","2025-08-19",4,"18898.47"
1662,23,"Watch","Fashion","2025-10-11",6,"36693.68"
1663,165,"Laptop","Electronics","2025-08-16",6,"9656.45"
1664,90,"Phone","Fashion","2025-10-26",5,"14404.85"
1665,92,"Phone","Fashion","2025-11-29",6,"10049.83"
1666,196,"Bag","Electronics","2025-03-13",1,"15341.63"
1667,192,"Phone","Electronics","2025-08-08",4,"5804.51"
1668,42,"Laptop","Fashion","2025-08-15",1,"35181.63"
1669,36,"Bag","Fashion","2025-05-23",5,"23385.60"
1670,118,"Shoes","Electronics","2025-05-02",4,"28529.71"
1671,229,"Phone","Electronics","2025-04-08",2,"39757.69"
1672,289,"Watch","Electronics","2025-04-04",5,"43795.22"
1673,46,"Bag","Fashion","2025-05-28",5,"29145.07"
1674,259,"Phone","Fashion","2025-11-05",2,"43101.19"
1675,290,"Laptop","Electronics","2026-01-27",4,"6368.55"
1676,46,"Laptop","Electronics","2026-01-21",4,"47976.39"
1677,37,"Bag","Electronics","2025-05-02",4,"24041.68"
1678,205,"Phone","Fashion","2026-01-20",3,"20750.44"
1679,149,"Laptop","Fashion","2025-07-07",2,"8833.64"
1680,70,"Shoes","Electronics","2025-04-24",3,"7617.20"
1681,293,"Bag","Electronics","2026-01-04",4,"35701.82"
1682,231,"Phone","Fashion","2025-06-19",3,"49557.93"
1683,110,"Laptop","Electronics","2025-11-07",6,"2152.23"
1684,8,"Shoes","Fashion","2025-10-06",3,"34761.09"
1685,180,"Shoes","Fashion","2025-03-14",1,"14607.62"
1686,24,"Phone","Electronics","2025-07-21",5,"48892.20"
1687,270,"Phone","Fashion","2025-12-27",5,"43095.30"
1688,285,"Bag","Fashion","2025-04-12",6,"28018.12"
1689,41,"Shoes","Electronics","2025-11-25",4,"49889.90"
1690,267,"Shoes","Fashion","2025-04-20",3,"3268.03"
1691,7,"Phone","Fashion","2025-09-16",5,"21767.63"
1692,183,"Bag","Fashion","2025-12-14",5,"28725.95"
1693,272,"Phone","Fashion","2025-04-04",4,"3001.58"
1694,269,"Bag","Electronics","2025-05-01",3,"3935.38"
1695,265,"Shoes","Fashion","2026-02-03",6,"32569.17"
1696,249,"Laptop","Electronics","2025-06-10",2,"16193.47"
1697,85,"Shoes","Fashion","2025-07-26",3,"22611.77"
1698,95,"Phone","Fashion","2025-03-14",4,"11165.80"
1699,147,"Bag","Fashion","2025-12-31",2,"9164.31"
1700,31,"Phone","Electronics","2025-12-27",3,"40141.94"
1701,147,"Watch","Fashion","2025-07-27",5,"27022.38"
1702,269,"Laptop","Electronics","2026-01-23",3,"31472.61"
1703,129,"Laptop","Electronics","2026-02-28",1,"17922.42"
1704,123,"Bag","Fashion","2025-12-28",6,"32001.60"
1705,197,"Watch","Electronics","2025-12-16",4,"35969.45"
1706,59,"Watch","Fashion","2025-12-16",5,"727.63"
1707,106,"Laptop","Fashion","2026-01-05",5,"7917.54"
1708,235,"Phone","Fashion","2025-09-24",5,"8709.46"
1709,166,"Watch","Fashion","2025-11-03",1,"13828.25"
1710,153,"Laptop","Electronics","2025-03-15",1,"13988.14"
1711,17,"Phone","Fashion","2025-08-19",2,"12398.53"
1712,247,"Laptop","Fashion","2025-03-15",3,"38346.88"
1713,150,"Watch","Electronics","2025-10-06",4,"12771.05"
1714,232,"Watch","Electronics","2025-11-01",1,"22505.80"
1715,131,"Bag","Electronics","2025-12-13",3,"40888.17"
1716,17,"Watch","Electronics","2025-12-05",5,"50493.96"
1717,40,"Shoes","Fashion","2025-06-09",5,"13854.62"
1718,123,"Phone","Electronics","2025-09-26",4,"12098.99"
1719,59,"Phone","Fashion","2025-08-01",2,"9677.18"
1720,36,"Watch","Electronics","2026-01-17",2,"38460.89"
1721,72,"Watch","Electronics","2025-05-18",4,"49639.91"
1722,204,"Watch","Electronics","2026-02-24",4,"33061.40"
1723,142,"Laptop","Electronics","2025-05-06",3,"28696.92"
1724,142,"Watch","Fashion","2025-07-04",3,"25431.93"
1725,208,"Shoes","Electronics","2026-01-05",5,"3397.42"
1726,278,"Phone","Fashion","2025-03-22",2,"2243.14"
1727,180,"Shoes","Electronics","2025-04-11",3,"35526.34"
1728,237,"Watch","Fashion","2025-09-06",3,"31250.16"
1729,42,"Bag","Electronics","2025-12-16",4,"10150.76"
1730,152,"Shoes","Fashion","2025-05-19",4,"12667.20"
1731,205,"Bag","Electronics","2025-08-28",4,"29689.78"
1732,176,"Shoes","Fashion","2025-06-16",1,"8272.13"
1733,77,"Laptop","Electronics","2025-03-20",1,"19085.99"
1734,206,"Phone","Fashion","2026-01-06",5,"48448.95"
1735,97,"Watch","Electronics","2025-05-15",4,"37077.15"
1736,208,"Laptop","Electronics","2026-01-28",4,"36247.91"
1737,275,"Shoes","Fashion","2025-03-28",5,"39518.88"
1738,129,"Phone","Electronics","2025-12-17",4,"31200.63"
1739,197,"Phone","Fashion","2025-11-15",4,"2575.98"
1740,247,"Shoes","Fashion","2025-12-25",1,"22616.34"
1741,134,"Bag","Fashion","2025-04-05",1,"1066.53"
1742,75,"Shoes","Fashion","2025-10-19",2,"49075.61"
1743,88,"Shoes","Fashion","2025-10-22",6,"48541.24"
1744,50,"Bag","Electronics","2025-04-01",2,"1767.53"
1745,280,"Bag","Fashion","2025-06-10",4,"8562.11"
1746,150,"Shoes","Electronics","2025-04-24",5,"13344.06"
1747,107,"Watch","Fashion","2026-01-27",4,"48074.95"
